PERIODE,CODI_OHB,CODI,NOM,ind_value
2017_1trim,08019301_000,01,Ciutat Vella,111.52
2017_1trim,08019302_000,02,Eixample,44.66
2017_1trim,08019303_000,03,Sants-Montjuïc,20.66
2017_1trim,08019304_000,04,Les Corts,38.46
2017_1trim,08019305_000,05,Sarrià-Sant Gervasi,12.39
2017_1trim,08019306_000,06,Gràcia,4.74
2017_1trim,08019307_000,07,Horta-Guinardó,3.13
2017_1trim,08019308_000,08,Nou Barris,1.09
2017_1trim,08019309_000,09,Sant Andreu,0.80
2017_1trim,08019310_000,10,Sant Martí,26.02
