PERIODE,CODI_OHB,CODI,NOM,ind_value
2017_1trim,08019301_000,01,Ciutat Vella,6.03
2017_1trim,08019302_000,02,Eixample,17.18
2017_1trim,08019303_000,03,Sants-Montjuïc,6.63
2017_1trim,08019304_000,04,Les Corts,3.50
2017_1trim,08019305_000,05,Sarrià-Sant Gervasi,3.79
2017_1trim,08019306_000,06,Gràcia,8.84
2017_1trim,08019307_000,07,Horta-Guinardó,1.55
2017_1trim,08019308_000,08,Nou Barris,0.27
2017_1trim,08019309_000,09,Sant Andreu,0.72
2017_1trim,08019310_000,10,Sant Martí,5.05
